stage,objective
1,2.7002356920000017e6
2,1.8630278461136892e6
3,3.021773779705435e6
4,2.2093977476696223e6
5,2.284856712612763e6
6,2.6328525435196087e6
7,2.790164589576278e6
8,2.618287294500001e6
9,3.1178679192115963e6
10,5.005767358443227e6
11,5.808530208006494e6
12,9.820926303041633e6
13,2.1706561833340153e6
14,4.1043853805e6
15,2.284849881209392e6
16,907656.0967620201
17,1.6939828298414499e6
18,953232.3961399999
19,997513.6271399995
20,940972.5942099998
21,810712.88322
22,468066.38073999994
23,264408.692470683
24,245083.02260000003
