stage,objective
1,2.7002356920000017e6
2,2.209394358018197e6
3,3.021791950583525e6
4,3.0217692425280735e6
5,3.0217693004765436e6
6,3.0217703960999995e6
7,2.2848645626959912e6
8,1.863028049491454e6
9,1.8630295425899178e6
10,1.5281827004365996e6
11,1.2346326453672275e6
12,1.5281767710044943e6
13,1.863020186408881e6
14,532850.6475
15,256484.0347011662
16,484393.55371117406
17,607840.9122823011
18,1.2639293138173986e6
19,951035.1174904173
20,802946.4583
21,2.6839471758224163e6
22,1.1063444768176568e6
23,1.3414894844517764e6
24,1.3760676700741846e7
