from,to,value
1,1,0.0
1,2,3603.906414920373
1,3,351.2457568104039
1,4,0.0
1,5,882.4911609134897
2,1,39.99489999999971
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
5,1,0.0
5,2,0.0
5,3,82.76960522048714
5,4,799.7215556930028
5,5,0.0
