plant,unit,value
1,1,637.82
1,2,1312.2
1,3,0.0
1,4,110.78899999999989
1,5,58.30600000000004
1,6,12.88
1,7,486.68
1,8,0.0
1,9,252.18239999999994
1,10,220.99600000000012
1,11,123.52
1,12,30.88
1,13,0.0
1,14,61.02
1,15,0.0
1,16,33.96067865620818
1,17,82.67751522323691
1,18,18.46
1,19,71.34876887510107
1,20,399.9980000000001
1,21,72.0
1,22,121.16949419453158
1,23,89.57
1,24,0.0
1,25,9.8
1,26,0.0
1,27,0.0
1,28,0.0
1,29,0.0
1,30,0.0
1,31,0.0
1,32,154.8
1,33,118.68
1,34,0.0
1,35,0.0
1,36,0.0
1,37,598.1148136558919
1,38,172.88799999999983
1,39,0.0
1,40,191.87839999999997
1,41,0.0
1,42,54.745814014473616
1,43,0.0
2,1,0.0
2,2,67.9
2,3,67.9
2,4,312.0486403644812
2,5,0.0
2,6,42.75
2,7,1.08
2,8,11.021599999999978
2,9,45.25
2,10,101.5267999999999
2,11,198.01691186847611
2,12,302.2590000000002
2,13,0.0
2,14,93.93719999999996
2,15,229.7
2,16,6.2
2,17,292.0019262355038
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.7000000000000013
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,59.4
3,11,0.0
3,12,0.0
3,13,0.0
3,14,37.26
3,15,298.99375681040397
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.0
3,20,0.0
3,21,0.0
3,22,0.0
3,23,0.0
3,24,0.0
3,25,0.0
3,26,0.0
3,27,0.0
3,28,26.961605220487073
3,29,0.0
3,30,0.0
3,31,0.0
3,32,481.42400000000015
3,33,6.46
4,1,0.0
4,2,0.0
