stage,objective
1,2.7002356920000017e6
2,3.0217855656796023e6
3,4.1889176908020377e6
4,5.126743610913917e6
5,5.126748810817093e6
6,4.837805343614906e6
7,6.307225096002266e6
8,4.364528423e6
9,4.837807172151461e6
10,3.7121070866751224e6
11,3.712110842560582e6
12,1.5281773145000003e6
13,3.697577108850859e6
14,1.5319162498028316e6
15,1.1452111280930098e6
16,566451.1901737954
17,548467.9443308488
18,268731.4551142412
19,281649.5631572129
20,741198.7495773062
21,737405.2111218804
22,309998.9526923683
23,328422.06800484075
24,1.551842326221106e6
