stage,objective
1,340078.4790400006
2,336232.4187400006
3,373914.8825800009
4,510669.31316000037
5,510619.0793600008
6,510731.19226000085
7,510614.7626600005
8,466189.667887982
9,310034.7824400002
10,336188.70973999985
11,336267.7059399998
12,353377.8113544984
13,803223.9825599995
14,1.043290456460001e6
15,803066.3265600009
16,663434.90216
17,626417.8619579701
18,803746.8575600004
19,844409.03046
20,1.0051618352600001e6
21,1.3272658488644846e6
22,1.8630380930999997e6
23,856973.1811649315
24,245186.08714000002
