stage,objective
1,340078.4790400006
2,336196.216740001
3,373920.9767799992
4,310151.6991399992
5,310014.3613400003
6,310012.19574000034
7,310012.80594000034
8,310060.6353400005
9,310015.9648400005
10,336153.7152399998
11,336214.8437400004
12,510728.1416600002
13,711024.2023926117
14,716983.6824599998
15,532956.0362599995
16,510831.3852599999
17,802965.88136
18,803717.8984599998
19,844486.6140599418
20,730008.8257599999
21,802961.68756
22,832494.4053141929
23,1.2711588092201103e6
24,311768.83694000007
