stage,objective
1,2.7002356920000017e6
2,2.209394035919301e6
3,730013.3623504341
4,1.5281744889150783e6
5,1.8630224327312335e6
6,2.421432887546174e6
7,3.021767450867817e6
8,3.021769947942242e6
9,3.159207592395231e6
10,3.021773307e6
11,2.3942683625000007e6
12,3.0217673432913087e6
13,1.0431870362578724e6
14,1.320496110408483e6
15,734269.1570351571
16,1.5281766798616499e6
17,1.0431843558543958e6
18,336143.69914000016
19,281653.15229624556
20,687217.5722599998
21,268729.3577399999
22,253526.07074
23,245089.81191254017
24,245088.00967211724
