stage,objective
1,2.7002356920000017e6
2,2.2094140686450005e6
3,1.2639269807600006e6
4,1.0432008896112517e6
5,802945.8877599984
6,964404.1927600019
7,1.5281711620606259e6
8,1.263927804440517e6
9,813619.340115061
10,1.013667312956471e6
11,1.5281724980844408e6
12,2.116417108698327e6
13,885529.8971336298
14,771709.5017468436
15,664334.2834614534
16,336169.98598320596
17,256469.44017999992
18,256468.27998999995
19,256470.08518000017
20,245087.24120374897
21,245096.9191197732
22,245087.4404677234
23,245086.08772147886
24,245083.75634432677
