stage,objective
1,2.7002356920000017e6
2,4.364524618917897e6
3,4.364541384961531e6
4,5.160472038120031e6
5,9.387936696970597e6
6,9.359875856011093e6
7,1.704231082220438e7
8,2.079068163701865e7
9,2.555986624305576e7
10,1.0504054991549012e8
11,3.400913944877214e7
12,3.0363358676000014e6
13,4.0316082545000017e6
14,3.036333971272506e6
15,4.1043828938881233e6
16,3.0217712934362777e6
17,1.0431896083968971e6
18,948943.0169756347
19,687218.6669585342
20,530570.7731399997
21,466109.648692115
22,801545.3567828303
23,1.6704119081054945e6
24,245099.80379181562
