stage,objective
1,2.7002356920000017e6
2,2.6839548235e6
3,3.021768154849246e6
4,3.0217714974559546e6
5,3.0217667938835025e6
6,3.414313317976162e6
7,2.9290387381316125e6
8,3.1831644496843666e6
9,3.735126518843651e6
10,5.506784102989249e6
11,5.615366780012444e6
12,3.9166445509529486e6
13,3.195251083411351e6
14,2.4036855733873025e6
15,686589.0454341732
16,281663.10793060483
17,281658.79898611456
18,510598.6090689087
19,291860.35659
20,336141.63614162663
21,268727.1443050541
22,1.0051610024000001e6
23,1.5556838600695087e6
24,427511.3401641266
