stage,objective
1,2.7002356920000017e6
2,2.284864424560301e6
3,1.6287372273817435e6
4,2.5006769845748395e6
5,2.421440082730852e6
6,3.021766917266898e6
7,2.9640940441110283e6
8,3.0217680336301327e6
9,3.021770386270508e6
10,3.02177330814521e6
11,1.863021660851691e6
12,1.5281736644218974e6
13,3.0217703462246247e6
14,2.2848636906972155e6
15,2.421441834371794e6
16,3.992550431878045e6
17,3.9925520729633905e6
18,2.0019581789096463e6
19,1.8630207760366108e6
20,1.8630178008513497e6
21,3.0217662595873075e6
22,1.736965642597762e6
23,4.1598687215230186e6
24,2.8114866382803917e6
