stage,objective
1,340078.4790400006
2,336232.4187400006
3,291951.3496400006
4,310139.89024000056
5,310044.1679400001
6,310016.9518399993
7,310015.5788399996
8,310008.7958399998
9,310052.49124000035
10,336259.63701921795
11,336158.00324000046
12,510713.6501807822
13,256721.02053999994
14,281710.9397400003
15,256571.27674000012
16,256578.84664000012
17,256521.44824000006
18,256531.21054000012
19,256508.21063999995
20,256489.10823999997
21,256491.5657400001
22,256731.06974000006
23,245129.72334000003
24,245225.16734
