from,to,value
1,1,0.0
1,2,1811.2901692525547
1,3,204.3371087201109
1,4,0.0
1,5,553.210827545327
2,1,2806.0230514995915
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
3,1,232.36004400188367
3,2,0.0
3,3,0.0
3,4,0.0
3,5,409.4486497139478
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
4,5,885.0774276382499
5,1,1078.2812355703197
5,2,0.0
5,3,380.3981554784777
5,4,389.0575138487164
5,5,0.0
