region,depth,value
1,1,2301.75
1,2,69.5
1,3,0.0
1,4,0.0
2,1,358.9684985371423
2,2,0.0
2,3,0.0
2,4,0.0
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
