stage,objective
1,340078.4790400006
2,336198.84203999955
3,291972.26523999963
4,310127.1453400003
5,310072.8594399998
6,310063.46384000033
7,310046.0937400004
8,310030.9453400001
9,291877.9648400005
10,291884.8781399997
11,281757.42544000037
12,263740.5284399977
13,248577.11653999984
14,256517.37374000018
15,253673.19683999987
16,256503.73523999983
17,281669.36774000013
18,268766.8090400002
19,310031.99023999996
20,262820.017123573
21,248435.55424000008
22,245347.27284
23,245173.36934000006
24,245197.73034
