stage,objective
1,2.7002356920000017e6
2,3.021768821411103e6
3,3.021775739876725e6
4,3.021771610581942e6
5,3.0217701583468914e6
6,3.0217675573874414e6
7,3.2460946319601685e6
8,3.799358878193632e6
9,3.992546692842804e6
10,5.126739006127298e6
11,9.939981561259419e6
12,2.976822170902726e7
13,4.662194363885216e6
14,5.17094485609296e6
15,2.284869473467946e6
16,1.0431895243143793e6
17,1.8022917769052833e6
18,1.5281741830755342e6
19,1.3006952333714925e6
20,802946.4583
21,336142.4681482194
22,3.021770998369499e6
23,3.9925427842392903e6
24,306365.2564580896
