stage,objective
1,2.7002356920000017e6
2,3.0217801549668014e6
3,3.021770541696474e6
4,3.2379052473825663e6
5,4.364532075023085e6
6,4.837803503597528e6
7,8.112247677019253e6
8,5.160469178397745e6
9,9.443357816311568e6
10,5.672645393951602e6
11,1.2692628351365224e7
12,1.2549810863575071e7
13,9.429303512159199e6
14,9.501643285486385e6
15,9.534841824218437e6
16,1.8711078511209816e7
17,9.387942152534485e6
18,1.839680361825344e7
19,1.839788285903871e7
20,9.418958835488811e6
21,9.443362863795478e6
22,8.503951325535426e6
23,1.9236771655497723e6
24,479827.2472615576
