stage,objective
1,2.7002356920000017e6
2,3.5424497864505053e6
3,3.0217698542790264e6
4,3.0217697633227855e6
5,3.1520278761692718e6
6,3.8792070187406167e6
7,4.8190847907370925e6
8,4.3645268732442185e6
9,3.021768730416365e6
10,3.7121107741853893e6
11,3.0217706201948076e6
12,2.2848551275000013e6
13,4.1889155273685604e6
14,3.8657401234491244e6
15,3.036343410463676e6
16,3.5201900502120554e6
17,4.398403265120879e6
18,4.469032591462322e6
19,8.092214402957611e6
20,4.585895680305421e6
21,3.338610575220486e6
22,3.9657300035394635e6
23,3.9005892253277367e6
24,245083.02260000003
