stage,objective
1,2.7002356920000017e6
2,4.364524618917897e6
3,4.0152801987392902e6
4,3.879209619639963e6
5,4.81908787247999e6
6,4.379238286166489e6
7,7.139767111122519e6
8,4.882007321581304e6
9,9.443357337452084e6
10,4.819087722599998e6
11,3.0217692781567164e6
12,2.2848476410163045e6
13,2.28484828419666e6
14,3.9925468935000002e6
15,3.1904717090597153e6
16,3.99254831513834e6
17,3.992546097655371e6
18,5.1604682608848065e6
19,4.837801132507078e6
20,2.992833539581431e6
21,3.098383875263339e6
22,3.520170876034165e6
23,782687.0750068589
24,245086.15649179363
