stage,objective
1,2.7002356920000017e6
2,3.0217730246952847e6
3,3.021772281499997e6
4,4.188920135499999e6
5,3.0217712435000017e6
6,3.152043742284417e6
7,3.6964113584216535e6
8,3.563167534500003e6
9,3.2076473533378616e6
10,4.4171501842759475e6
11,6.848034889438074e6
12,4.475399926356494e6
13,3.7121116888520718e6
14,2.1164208110000007e6
15,3.0217703949999996e6
16,3.9925469257246554e6
17,4.7757811564070955e6
18,3.0217703960999995e6
19,1.5281770384999998e6
20,1.4558367626114134e6
21,1.5281959974904042e6
22,2.421445424320601e6
23,809460.7390296402
24,245084.6636240115
