stage,objective
1,2.7002356920000017e6
2,2.683957620275095e6
3,1.6287474951120839e6
4,1.0432002997204326e6
5,1.6287369883994795e6
6,2.2093870153410286e6
7,2.2848507348800786e6
8,1.8630182188679613e6
9,1.7629179640138112e6
10,1.005160134351071e6
11,1.8630204645244218e6
12,3.021770350866962e6
13,3.0217698196018375e6
14,3.7993744758583605e6
15,3.5201728202745356e6
16,5.126748208448827e6
17,5.126741121600632e6
18,4.364523284952212e6
19,3.02176629408806e6
20,4.188913251707714e6
21,9.443357843662165e6
22,1.1088831827060912e7
23,1.1516354085658737e6
24,522718.382240372
