stage,objective
1,2.7002356920000017e6
2,3.0217691895895004e6
3,3.0217906666921973e6
4,3.1520324085582867e6
5,4.1043872956794053e6
6,3.8792025818788186e6
7,3.696411141636558e6
8,3.490388397123076e6
9,3.0217688651437387e6
10,3.782537050574906e6
11,2.209389641335305e6
12,1.5281764021700025e6
13,797410.1511001084
14,532856.7487025857
15,741216.3566712933
16,310432.72181465384
17,256469.81819000002
18,248404.16498000012
19,245086.66697999998
20,256468.2284986109
21,248404.46742
22,245088.08129565895
23,245087.63026
24,245084.18456261567
