stage,objective
1,2.7002356920000017e6
2,3.246095039854899e6
3,3.021774200500183e6
4,1.5281753729999997e6
5,1.5281768552249372e6
6,2.1164248894999996e6
7,2.284854714461677e6
8,3.0217676315960586e6
9,3.021766962761145e6
10,3.0217735808902197e6
11,2.0757007790691294e6
12,7.313799445961598e6
13,1.478645510499999e6
14,1.6287385434999987e6
15,907657.0812599994
16,1.021099610533841e6
17,726155.1573932413
18,1.2654677878757436e6
19,1.6903310982600003e6
20,1.3347800182600003e6
21,1.9545790134999994e6
22,3.9552885393000003e6
23,6.720371512640802e6
24,3.6365896079338556e6
