region,depth,value
1,1,2301.75
1,2,69.5
1,3,550.2
1,4,343.55
2,1,2301.75
2,2,0.0
2,3,550.2
2,4,343.55
3,1,683.3482124231597
3,2,0.0
3,3,1100.4
3,4,316.5395607055725
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
