stage,objective
1,2.7002356920000017e6
2,1.8630252286638021e6
3,1.0432165488422588e6
4,964399.7494998686
5,1.4786457680665068e6
6,1.8630171949165985e6
7,1.5281715442821905e6
8,2.1164207615961023e6
9,1.528171833115574e6
10,802945.6467000004
11,964399.8457238581
12,785031.9370999988
13,3.021766898017142e6
14,2.214930646023065e6
15,898569.4899912961
16,3.021776423870597e6
17,3.0217759441248663e6
18,2.116420359622406e6
19,2.14967400161992e6
20,532851.0771425138
21,510595.18307660567
22,1.0431870621416075e6
23,2.895295959177315e6
24,2.0221936044202228e6
