region,depth,value
1,1,2327.55
1,2,550.75
1,3,546.7
1,4,340.75
2,1,2327.55
2,2,550.75
2,3,546.7
2,4,340.75
3,1,4655.1
3,2,1015.3060804008483
3,3,1093.4
3,4,681.5
4,1,2660.936642619095
4,2,0.0
4,3,2324.083371069617
4,4,3212.7486344546537
