stage,objective
1,2.7002356920000017e6
2,1.8630170441491976e6
3,1.0051664473221712e6
4,389634.70417076536
5,532847.4084593523
6,532848.5233154669
7,336142.7134775538
8,572993.4361000005
9,928188.3608938716
10,336144.23389671557
11,416616.17834269255
12,1.1117780394739117e6
13,656207.0645706421
14,854098.4742077496
15,874879.4564828053
16,716063.5550562646
17,256478.68614081806
18,263884.0330734134
19,268729.36318999995
20,281649.8101899999
21,248402.8505800001
22,245084.18494
23,245084.69206229472
24,245083.02260000003
