stage,objective
1,2.7002356920000017e6
2,2.2093940642359033e6
3,730003.2339753844
4,1.043195207217183e6
5,802947.6021753773
6,927268.8625627756
7,1.0431872484911382e6
8,1.0738219094535e6
9,1.0073443717830628e6
10,1.4059989508702494e6
11,578524.2900683526
12,340079.45720000006
13,340081.0730947219
14,248404.49777999986
15,248427.78399022156
16,248421.46295910445
17,245094.95436952007
18,245106.6294624675
19,245099.05155651108
20,245086.98042473907
21,245084.39994000015
22,245084.18494000006
23,245084.31603675056
24,245084.14653239556
