stage,objective
1,2.7002356920000017e6
2,3.0217728207795992e6
3,3.0217895165129304e6
4,3.036337847679287e6
5,3.7121151521655023e6
6,2.7966804411989897e6
7,2.284870635905724e6
8,3.327684169660449e6
9,3.0217734184999987e6
10,2.105273533428706e6
11,1.8552954980557133e6
12,716940.2872346528
13,730000.897903895
14,734276.8553025816
15,843670.5125632081
16,2.9641009139440693e6
17,965301.7930930462
18,587113.9339182479
19,1.0393556671920274e6
20,822981.423182318
21,1.347125666676418e6
22,1.5297635361348744e6
23,1.5856660087846275e6
24,3.2561146512008836e6
