stage,objective
1,340078.4790400006
2,336225.1780399997
3,291957.7943400005
4,310049.09313999955
5,310057.3245400004
6,310044.24684000015
7,310019.0828400003
8,310023.9643400004
9,291893.5078400001
10,291957.96224000026
11,281807.7119400003
12,310147.8472600002
13,336219.4316400001
14,256729.91484000022
15,281731.48653999995
16,268827.4446399999
17,389662.41726
18,532875.8782599997
19,532895.6147599998
20,532875.9587599998
21,510613.36785999965
22,781229.3903480903
23,803816.5657737593
24,1.2818219087000003e6
