stage,objective
1,340078.4790400006
2,336225.1780399997
3,292016.24433999974
4,310042.0642400002
5,310025.6572399996
6,310094.82753999904
7,310013.5471400004
8,310011.14943999983
9,310033.83923999965
10,336158.9956400003
11,336201.62803999986
12,336270.17194000166
13,510655.7353600003
14,803144.786460001
15,964603.7357599996
16,803759.7558599999
17,873716.8351081628
18,1.26398660446e6
19,1.0432299994600005e6
20,803040.1071923822
21,803002.1267276206
22,700770.5991711421
23,779747.7347220533
24,1.0699739328600005e6
