stage,objective
1,340078.4790400006
2,510676.9509599991
3,373957.2271800004
4,510644.1182599999
5,389667.12735999934
6,510667.2092599999
7,510638.39626000077
8,510621.4752600007
9,532860.3577599991
10,389677.48216000013
11,510631.78266
12,310143.36773999967
13,336239.0488400003
14,336341.67623999994
15,600284.8277209308
16,730137.8864599997
17,803675.1804600004
18,927325.94826
19,927294.5170600004
20,1.0051787740599997e6
21,716965.5789600003
22,310259.3752400001
23,465536.4599010891
24,245212.42244000002
