stage,objective
1,340078.4790400006
2,389718.4591600001
3,510662.15376000106
4,532898.8204599991
5,532871.1833599992
6,510612.9057599995
7,532887.3297600001
8,510609.71876000054
9,510633.3136599995
10,532866.4862600006
11,716967.7443599999
12,510750.92466
13,844705.2515600007
14,1.043225920260001e6
15,927426.5636600005
16,803098.26626
17,803731.9025600003
18,532916.7441599998
19,802954.7563600005
20,426624.14557606913
21,532882.9852600002
22,438928.54925277014
23,263327.2968325684
24,245190.47834000003
