stage,objective
1,2.7002356920000017e6
2,1.8630278461136892e6
3,3.0217879879157767e6
4,2.2848509089978635e6
5,1.8630295423158929e6
6,2.116420085159734e6
7,1.5281789855000004e6
8,1.8630245645000003e6
9,2.0137973749568202e6
10,2.4523704103646725e6
11,2.1164253341999985e6
12,1.5869520032235421e6
13,510596.4484000001
14,741198.8054296225
15,1.0317496176790185e6
16,1.0432005974944159e6
17,532850.9288543062
18,802946.8616700089
19,802947.3453000002
20,1.4250076581338039e6
21,1.9691401122999992e6
22,1.0659997238752285e6
23,1.4868055882859167e6
24,1.0088847277093228e6
