stage,objective
1,2.7002356920000017e6
2,2.421431516618103e6
3,3.021791610145204e6
4,3.021772857500002e6
5,2.7002792666650712e6
6,3.0217773882235438e6
7,3.4718920308106095e6
8,3.9700553431918398e6
9,3.0417970499590933e6
10,3.0217733205000013e6
11,2.6839536923016906e6
12,5.512912773951352e6
13,4.364526714443557e6
14,1.5281768531999998e6
15,510595.21559999976
16,340356.11044799443
17,729966.7085894509
18,698736.1199036948
19,532850.0771000003
20,531162.4594784072
21,1.0431806567044724e6
22,800896.2495859037
23,281650.1770884732
24,245083.96680718104
