stage,objective
1,2.7002356920000017e6
2,716948.8040009998
3,532851.7108861972
4,310032.5664723739
5,281673.387067114
6,281653.2865900006
7,310001.81159000006
8,281649.81018999964
9,291859.87167854793
10,389623.6082000006
11,958467.3518021125
12,981038.7108993297
13,640463.4867230048
14,337141.56351954956
15,291866.50995602645
16,310000.1375900004
17,268726.66399000026
18,256469.2619825215
19,256467.192483627
20,268729.02214
21,268729.3577399999
22,518749.4755228788
23,510592.0824936788
24,245085.0483317501
