from,to,value
1,1,0.0
1,2,3179.7449411000375
1,3,9.216000000000003
1,4,0.0
1,5,519.712
2,1,40.6432
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,239.63400000000024
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
5,1,0.0
5,2,0.0
5,3,0.4460000000000036
5,4,758.9
5,5,0.0
