stage,objective
1,2.7002356920000017e6
2,1.5281716935565993e6
3,1.0431971208483577e6
4,741226.976479914
5,741209.458016824
6,663346.9995135888
7,687212.3135581687
8,865463.8877049759
9,1.005161682e6
10,663347.8245000001
11,407104.638409527
12,759201.5848558098
13,532862.2336977404
14,256488.5559296962
15,256532.8730798266
16,253553.58663868764
17,256478.94036512123
18,256470.7427976986
19,248406.34817999997
20,245085.7799800001
21,245087.89581057767
22,245121.91337241716
23,245096.55148954206
24,245083.02260000003
