stage,objective
1,2.7002356920000017e6
2,3.021777081574574e6
3,3.246098195999995e6
4,3.0217728084999993e6
5,3.021777437302403e6
6,3.0217736969126835e6
7,3.471879517727107e6
8,3.9700452707499117e6
9,4.995352883500002e6
10,5.135408558786094e6
11,7.120005408973044e6
12,729985.2296999991
13,802942.7495537922
14,927254.7361122165
15,802964.9342738632
16,1.6287363947626539e6
17,3.021782982675446e6
18,2.5779416245278995e6
19,3.0363327984604035e6
20,3.4810942818548065e6
21,3.021770079099999e6
22,414527.3616466152
23,248403.47227144404
24,561649.9322843394
