plant,unit,value
1,1,657.0
1,2,1350.0
1,3,0.72
1,4,234.74399999999997
1,5,214.33599999999998
1,6,26.88
1,7,529.0
1,8,9.24
1,9,255.0
1,10,235.0
1,11,367.16863776922264
1,12,293.36
1,13,18.85
1,14,212.44
1,15,10.48
1,16,83.52
1,17,195.84
1,18,655.33
1,19,692.25
1,20,400.0
1,21,100.0
1,22,200.0
1,23,165.62
1,24,235.46
1,25,26.88
1,26,44.0
1,27,165.92
1,28,5.4
1,29,6.72
1,30,303.6
1,31,16.0
1,32,258.0
1,33,247.68
1,34,178.02
1,35,6.4
1,36,71.4
1,37,1038.274
1,38,913.1601014086108
1,39,0.1
1,40,197.0
1,41,103.25
1,42,189.52
1,43,2.16
2,1,7.92
2,2,407.4
2,3,407.4
2,4,350.0
2,5,22.116577397516775
2,6,70.2
2,7,3.76
2,8,18.329599999999992
2,9,95.5
2,10,129.89839999999995
2,11,257.4216
2,12,363.0
2,13,0.72
2,14,126.0
2,15,320.0
2,16,16.55
2,17,614.4
3,1,2.86
3,2,2.42
3,3,7.68
3,4,2.42
3,5,11.089000000000004
3,6,28.88
3,7,28.5
3,8,2.86
3,9,3.3
3,10,206.8
3,11,46.2
3,12,2.86
3,13,3.3
3,14,129.72
3,15,347.0
3,16,87.91
3,17,88.58455379438554
3,18,3.3
3,19,22.44
3,20,3.3
3,21,102.48
3,22,2.86
3,23,2.86
3,24,8.24
3,25,16.32
3,26,5.3
3,27,6.6
3,28,169.26
3,29,30.0
3,30,12.48
3,31,102.6
3,32,533.0
3,33,229.33
4,1,97.94
4,2,97.94
