from,to,value
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.0
2,1,2705.697386871436
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
3,1,700.5923290489258
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
4,5,2659.210284077958
5,1,2659.2102840781913
5,2,0.0
5,3,0.0
5,4,0.0
5,5,0.0
