plant,unit,value
1,1,629.6
1,2,1296.0
1,3,3.6
1,4,138.70106690048596
1,5,109.49023176691988
1,6,12.88
1,7,439.7116000000002
1,8,8.8
1,9,253.239
1,10,219.24550000000008
1,11,175.93385299280956
1,12,138.96
1,13,27.55
1,14,94.92
1,15,22.27
1,16,40.02
1,17,93.84
1,18,312.8189277747523
1,19,330.87007266008845
1,20,399.99770000000007
1,21,74.0
1,22,126.0
1,23,82.56919756719176
1,24,111.94
1,25,12.88
1,26,44.0
1,27,78.88
1,28,5.7
1,29,16.8
1,30,134.21180364007935
1,31,46.14224490408319
1,32,154.8
1,33,120.14735028404604
1,34,82.56
1,35,10.88
1,36,74.8
1,37,584.4707206642181
1,38,409.60400000000016
1,39,0.9
1,40,193.79899999999998
1,41,47.25
1,42,83.88045163956629
1,43,5.4
2,1,11.88
2,2,179.45
2,3,179.45
2,4,313.6
2,5,29.795
2,6,47.7
2,7,1.76
2,8,13.42279999999998
2,9,56.5
2,10,103.62839999999993
2,11,200.19160000000028
2,12,300.0877454812371
2,13,2.4
2,14,91.07321656250741
2,15,221.1
2,16,10.4
2,17,294.4
3,1,3.12
3,2,2.64
3,3,7.68
3,4,2.64
3,5,31.86699999999999
3,6,31.92
3,7,31.5
3,8,3.12
3,9,3.6
3,10,103.4
3,11,52.8
3,12,3.12
3,13,3.6
3,14,64.1834084427811
3,15,307.8194849188205
3,16,45.069976249928935
3,17,43.431832640625124
3,18,3.6
3,19,24.48
3,20,3.6
3,21,55.44
3,22,3.12
3,23,3.12
3,24,11.33
3,25,25.84
3,26,9.01
3,27,11.22
3,28,82.72257486467107
3,29,16.0
3,30,23.354634293443702
3,31,53.73440568473594
3,32,483.2660000000001
3,33,122.74
4,1,49.8
4,2,49.8
