stage,objective
1,2.7002356920000017e6
2,3.021768553482197e6
3,3.0217800839937404e6
4,3.0217792676450536e6
5,3.0217696706949994e6
6,2.2848492536252514e6
7,2.7002348719573915e6
8,3.0217670173828155e6
9,2.1164215560000017e6
10,3.0217713735000007e6
11,2.225836852499999e6
12,1.0733725952976216e6
13,3.0217678821754903e6
14,3.0217708494581394e6
15,3.0217783722933047e6
16,1.863026451314276e6
17,2.8919574028816707e6
18,3.02176590454394e6
19,3.7993604408275858e6
20,5.160474433764223e6
21,4.364524692471078e6
22,2.7933695348335817e6
23,1.0051599588020947e6
24,249806.75350615618
