stage,objective
1,340078.4790400006
2,389698.8419599999
3,373944.4822799992
4,310081.01524000056
5,310068.3973399997
6,310115.26994000096
7,310051.8837400004
8,301458.3449238781
9,291885.01783999987
10,291861.29124000017
11,281755.8437400004
12,268939.6077399999
13,310064.00014000013
14,310066.61873999983
15,573118.74926
16,803054.5993600003
17,499214.9724246422
18,532910.5402599997
19,532895.6147599998
20,373878.0377799999
21,717086.9023600002
22,809596.3005189456
23,1.854023621636596e6
24,311740.70034000045
