stage,objective
1,2.7002356920000017e6
2,1.0431895112280995e6
3,2.116427131419927e6
4,1.2639386664675549e6
5,802968.250631459
6,802949.8193716332
7,803671.6442600004
8,1.2639288927117065e6
9,1.0431885302600004e6
10,1.9724348216611706e6
11,2.9586954170457944e6
12,535713.7512319721
13,510597.5418999996
14,298777.60097264405
15,256487.8986536311
16,256471.35221000016
17,248403.56458000024
18,248412.9820912832
19,245095.7301464572
20,245096.5369965781
21,245097.79919154628
22,245129.5555629853
23,245087.32905340486
24,245083.02260000003
