stage,objective
1,340078.4790400006
2,336198.84203999955
3,291945.7883399995
4,310036.3482400002
5,310050.54134
6,310020.5767400004
7,310093.4397400003
8,310018.85164
9,292003.1613400001
10,291918.6107400004
11,281687.66873999964
12,268855.3999399999
13,248477.60363999987
14,248495.7885400001
15,248588.31473999983
16,245193.84653999982
17,248455.78461919492
18,245187.8565073565
19,245131.09040404577
20,245084.84010000003
21,248435.32674000005
22,245098.70413344877
23,245127.86514
24,245155.33654000002
