stage,objective
1,340078.4790400006
2,389718.4591600001
3,373916.18098000064
4,510632.3021600004
5,510660.70126000047
6,510683.0234600026
7,510605.0156599991
8,532886.1415599994
9,532863.2007599995
10,716936.4413600005
11,510642.38696000073
12,510891.3618600005
13,803007.8987600002
14,1.043225920260001e6
15,1.5282786510000005e6
16,1.2024606477404814e6
17,1.0432908516599992e6
18,1.2639757277600002e6
19,1.0432103829600001e6
20,1.0242195184745733e6
21,1.5282282122683655e6
22,1.9119318470386635e6
23,269048.2806400001
24,1.1754429463295855e6
