stage,objective
1,2.7002356920000017e6
2,1.0808859168778136e6
3,741223.6706931666
4,336158.0131887961
5,281664.1263489146
6,310003.2142604217
7,291861.2095197644
8,268748.2306410959
9,310007.11282756925
10,336142.3579900004
11,510594.13526645117
12,336143.9229899999
13,268728.59479000047
14,389624.14256000053
15,340088.06116393674
16,802955.1995803835
17,1.4436866191488057e6
18,1.2898109467041893e6
19,1.5281789855000004e6
20,1.863020418885962e6
21,1.5281789125801949e6
22,3.021766469967286e6
23,2.6749088348039156e6
24,1.4218480260100486e6
