stage,objective
1,2.7002356920000017e6
2,3.0217726558419988e6
3,3.5201853520309404e6
4,2.7002478109531403e6
5,3.246104218829535e6
6,3.5201704646513164e6
7,3.9925418156301454e6
8,3.246094991520822e6
9,3.799357154288523e6
10,3.4903895638668016e6
11,4.290097094315626e6
12,4.364523031649336e6
13,3.152028100859903e6
14,729986.1817000005
15,1.0051879096295387e6
16,927257.8197994325
17,3.02177000777621e6
18,3.2460954644928463e6
19,3.8422297072353885e6
20,3.127298731650332e6
21,3.388488019570712e6
22,4.25126403092478e6
23,5.580057374842125e6
24,1.5766332920018083e6
