stage,objective
1,2.7002356920000017e6
2,2.209394035919301e6
3,3.0217733298846856e6
4,2.2848613339816257e6
5,3.021767241874881e6
6,2.116419439187333e6
7,2.2093871906283386e6
8,1.8630220222158134e6
9,1.528173859939497e6
10,1.8630226534999982e6
11,1.1056254019005522e6
12,1.972382128582634e6
13,2.116420385319002e6
14,3.021772819450401e6
15,2.0454775923751332e6
16,3.021772630416557e6
17,3.021769265127346e6
18,3.021767720062211e6
19,3.0217715694299527e6
20,4.643475803882141e6
21,4.819083316005671e6
22,2.255396004929528e6
23,2.2085378594409437e6
24,251547.58872197056
