from,to,value
1,1,0.0
1,2,2665.477953808296
1,3,131.096751070912
1,4,0.0
1,5,997.9229999999975
2,1,0.0
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,47.82599999999947
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
5,1,0.0
5,2,0.0
5,3,5.538000000000746
5,4,1040.2109999999986
5,5,0.0
