stage,objective
1,2.7002356920000017e6
2,3.021781934489496e6
3,3.0217690779599696e6
4,3.0217672371951565e6
5,4.104383473631382e6
6,3.0217716889999956e6
7,3.9576849324884713e6
8,3.6964116614317596e6
9,3.52017085236305e6
10,3.8350244698500186e6
11,3.772486034019254e6
12,3.0217658906788416e6
13,3.021767993247498e6
14,3.021779711047657e6
15,2.6839488760193326e6
16,1.3400527424806934e6
17,2.6839529729999993e6
18,2.697235292378014e6
19,3.0217680259506404e6
20,2.1367778437498044e6
21,803669.8352600001
22,373847.80447999993
23,256467.72531189257
24,245088.09129615486
