stage,objective
1,340078.4790400006
2,510677.5139600001
3,510737.59225999936
4,510722.1941599995
5,510606.58376000077
6,510638.76765999943
7,532881.55896
8,532895.2087600008
9,532941.6892600004
10,532895.4436600003
11,650649.3714538533
12,606305.8368644034
13,336301.9648400005
14,310083.3502399996
15,390514.72028426453
16,336328.69914000016
17,256507.75954585383
18,245129.0342266427
19,253614.28224750375
20,245117.39214000013
21,245257.35884
22,245099.33514000004
23,245390.85864
24,245185.45314000003
