stage,objective
1,340078.4790400006
2,510791.3021600004
3,510662.1537599992
4,532926.4454599991
5,532949.8611600008
6,510732.8394600004
7,532943.9341599997
8,532865.2151599992
9,532849.8367599994
10,716962.5752600003
11,716965.2301599998
12,510808.8576599993
13,803042.9119599992
14,803051.7630599998
15,803169.0307600005
16,803099.2514599999
17,510632.57415999984
18,532874.1911599995
19,538919.8919601426
20,532890.2761599999
21,510614.5970599025
22,637595.6189786517
23,763768.7798220613
24,1.2818219087000003e6
