stage,objective
1,2.7002356920000017e6
2,2.209394358018197e6
3,1.6287458909466192e6
4,1.86302749347388e6
5,2.1164246070504636e6
6,3.0217699276942164e6
7,3.0217685616497844e6
8,3.021769495133832e6
9,2.116424924899999e6
10,3.0217689217576906e6
11,2.998359602695644e6
12,2.4214330673767105e6
13,2.6839474902291633e6
14,3.9552968842367902e6
15,4.104392054807894e6
16,7.458888993921071e6
17,4.1044275754525065e6
18,4.364568424777169e6
19,5.147997920985479e6
20,7.687656665398739e6
21,6.492799191279428e6
22,9.639602300592514e6
23,1.4797933598196272e7
24,8.49546003191284e6
