stage,objective
1,340078.4790400006
2,336198.84203999955
3,291959.5203400003
4,256549.87263999972
5,256512.90974000003
6,256493.72164000012
7,256566.1281399997
8,265119.65157675184
9,256484.9082399998
10,291882.60494000046
11,281686.5592600005
12,268984.54153999966
13,281779.93774000043
14,256560.09274000023
15,256650.76673999988
16,256578.8466399999
17,256531.59724000003
18,256542.15304
19,245141.14188274904
20,256501.2783900001
21,245104.9612400001
22,245124.5251000001
23,245136.00500000006
24,245161.97510725097
