stage,objective
1,2.7002356920000017e6
2,3.0217661600496992e6
3,2.7002352633607537e6
4,1.158932620811496e6
5,1.4786405663902797e6
6,1.5281710984394327e6
7,2.289420969505325e6
8,2.618283556495484e6
9,3.084215288034454e6
10,4.501052700530529e6
11,3.4179073881610297e6
12,3.1942335154515356e6
13,3.2460944337358624e6
14,4.0957734702400416e6
15,3.0363439072314687e6
16,3.021774873513527e6
17,2.284865499843415e6
18,2.5428391824333444e6
19,2.542835787286794e6
20,2.502798923055999e6
21,3.9122055325705707e6
22,919253.7531046416
23,2.8588225512155956e6
24,245087.76944013903
