stage,objective
1,2.7002356920000017e6
2,3.0217706914507e6
3,741228.0883836374
4,667988.262014823
5,268731.554843273
6,268735.0360417627
7,256474.37146681966
8,256489.83362518018
9,245308.56936620641
10,245096.73165430268
11,256485.79224682692
12,256515.8973724395
13,256502.36106257094
14,291886.84159219824
15,510597.77430244535
16,336143.19431000017
17,842986.213035712
18,1.0431861673999997e6
19,1.5318984074203484e6
20,908376.1520785159
21,358549.23514
22,599537.0110599999
23,869656.2046348685
24,2.2439197439015876e6
