stage,objective
1,2.7002356920000017e6
2,2.2848526440000013e6
3,3.021769782773286e6
4,2.284856905642122e6
5,2.421428445066698e6
6,3.0217668482940793e6
7,3.0217660522535667e6
8,3.1520280569928214e6
9,3.0217734184999987e6
10,3.738777340499997e6
11,7.076246068383433e6
12,4.3645271591921e6
13,3.712113365579337e6
14,5.170943656225979e6
15,6.320687853925392e6
16,9.459418292146847e6
17,9.387933609949052e6
18,1.2989634106780097e7
19,9.360225695e6
20,9.910227165160477e6
21,1.866038421800001e7
22,9.474447309000004e6
23,8.596281370162701e6
24,8.700874894778488e6
