stage,objective
1,340078.4790400006
2,336198.8420400005
3,291938.0913399998
4,310113.6141400002
5,310023.3747399999
6,310079.91313999984
7,310018.48424000014
8,310002.5963399997
9,310012.70774000045
10,336161.7181400005
11,336158.02254000027
12,510723.9171599997
13,310117.76174
14,261722.54418585682
15,256609.02564000012
16,256517.5907399999
17,349122.1973851393
18,532879.6710599996
19,532979.2052599997
20,532871.3053600001
21,717009.6885600002
22,510613.67206
23,268780.95724000013
24,245470.35734000002
