stage,objective
1,2.7002356920000017e6
2,3.246094276036702e6
3,3.0217775674988553e6
4,2.2093954491201937e6
5,1.863110182546787e6
6,3.817883107743047e6
7,4.98675692778632e6
8,3.970054259814851e6
9,4.296356294595383e6
10,5.542116739235304e6
11,6.938435983011244e6
12,389628.404550869
13,1.7069151065165363e6
14,927256.5037600007
15,802942.3530999348
16,1.77025839082654e6
17,2.2848533685026374e6
18,2.421431916007187e6
19,1.5281789854999995e6
20,336156.19712497387
21,373888.0877088292
22,532886.2903170313
23,256486.81596780894
24,245090.4024980984
