stage,objective
1,340078.4790400006
2,510677.5139600001
3,510705.4042600002
4,510641.4161600005
5,532872.9993600007
6,510612.9057599995
7,516296.69646078907
8,510609.71876000054
9,510729.08376000077
10,389723.07065999974
11,336299.01193999965
12,510636.3911600001
13,336284.77414000034
14,717134.4653599998
15,927364.0246599996
16,803089.18126
17,802980.2663599998
18,669849.8590932041
19,802961.7888599997
20,802950.74646
21,802963.9343600003
22,802964.72126
23,659594.2838473774
24,245184.98544000002
