stage,objective
1,2.7002356920000017e6
2,2.1164206409241036e6
3,3.021773404845208e6
4,3.021773313828878e6
5,2.700236523000002e6
6,3.0217673133508265e6
7,3.0217679244703725e6
8,2.2848545474999994e6
9,1.972445112351112e6
10,2.9735459235000014e6
11,3.0217705623675585e6
12,3.992543825102344e6
13,5.16047156631884e6
14,1.8630292037211396e6
15,2.284857261322096e6
16,4.364529905499995e6
17,3.4140242339627184e6
18,3.6741673278209046e6
19,2.2848657412597425e6
20,802955.9877764583
21,1.0431865832599998e6
22,1.5281780444002356e6
23,2.0709224268214437e6
24,2.4982950151500986e6
